 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, 10th, Never-married, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Divorced, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Sales, White, Male, United-States, >50K
 State-gov, Some-college, Never-married, Protective-serv, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, Assoc-voc, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, >50K
 Private, 10th, Divorced, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Protective-serv, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Divorced, Sales, White, Male, United-States, >50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Other-service, Asian-Pac-Islander, Male, China, <=50K
 State-gov, 9th, Divorced, Other-service, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Male, United-States, <=50K
 Local-gov, HS-grad, Separated, Protective-serv, White, Male, United-States, <=50K
 ?, 5th-6th, Divorced, ?, White, Male, United-States, <=50K
 Private, 7th-8th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Sales, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 ?, Bachelors, Widowed, ?, White, Female, United-States, >50K
 Private, Some-college, Never-married, Other-service, Black, Female, Outlying-US(Guam-USVI-etc), <=50K
 Private, 11th, Never-married, Other-service, Black, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Tech-support, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Sales, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, 12th, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Other, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Private, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, 10th, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, 9th, Divorced, Other-service, White, Female, Canada, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, United-States, <=50K
 ?, Some-college, Divorced, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 ?, 7th-8th, Widowed, ?, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, China, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Other-service, White, Male, ?, >50K
 Private, 7th-8th, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, 10th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Asian-Pac-Islander, Male, Japan, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-spouse-absent, Protective-serv, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 7th-8th, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 State-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Transport-moving, Amer-Indian-Eskimo, Male, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Divorced, Other-service, White, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Separated, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Sales, White, Male, United-States, <=50K
 Local-gov, Bachelors, Separated, Exec-managerial, White, Male, United-States, >50K
 Private, 11th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Other, Male, ?, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 ?, 11th, Separated, ?, Black, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-spouse-absent, Prof-specialty, Asian-Pac-Islander, Male, Cambodia, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Local-gov, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Priv-house-serv, White, Female, ?, <=50K
