 Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, Cuba, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-AF-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Female, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, Hong, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, South, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, England, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, Scotland, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, Philippines, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Black, Female, United-States, >50K
 Private, 10th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Black, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female, Laos, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, ?, >50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, Mexico, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Sales, White, Female, El-Salvador, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, Outlying-US(Guam-USVI-etc), <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, 7th-8th, Married-civ-spouse, ?, White, Female, Puerto-Rico, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, Italy, >50K
 Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, Greece, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Transport-moving, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, 11th, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Female, United-States, <=50K
 ?, 9th, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-AF-spouse, Other-service, White, Female, United-States, >50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Female, Philippines, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Female, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Black, Female, Trinadad&Tobago, <=50K
 ?, 11th, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, Taiwan, <=50K
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White, Female, Ecuador, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, Hungary, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Female, ?, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Philippines, >50K
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, 11th, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Federal-gov, 10th, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Female, United-States, <=50K
 State-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, India, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Other-service, Black, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, Mexico, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Philippines, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, >50K
 ?, 12th, Married-civ-spouse, ?, White, Female, Italy, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female, Laos, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, Haiti, >50K
 Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 9th, Married-civ-spouse, Protective-serv, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Female, Dominican-Republic, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 ?, 12th, Married-civ-spouse, ?, Black, Female, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, Germany, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, China, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Without-pay, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Never-worked, HS-grad, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Female, Mexico, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Philippines, <=50K
 State-gov, 7th-8th, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
