 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, Other, Male, Mexico, <=50K
 Private, Doctorate, Widowed, Prof-specialty, White, Male, Iran, >50K
 Private, 9th, Separated, Handlers-cleaners, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Separated, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, 7th-8th, Widowed, Other-service, White, Female, ?, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 9th, Divorced, Craft-repair, White, Female, Cuba, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Transport-moving, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, >50K
 Local-gov, HS-grad, Never-married, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Separated, Priv-house-serv, Black, Female, United-States, <=50K
 ?, Bachelors, Divorced, ?, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Sales, Black, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Tech-support, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Tech-support, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, Black, Female, ?, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Transport-moving, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Separated, Craft-repair, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, 5th-6th, Widowed, Other-service, Black, Male, United-States, <=50K
 State-gov, Assoc-voc, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Separated, ?, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, White, Female, Ireland, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Separated, Prof-specialty, White, Male, United-States, >50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, White, Female, Germany, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Craft-repair, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Protective-serv, Amer-Indian-Eskimo, Female, United-States, >50K
 Private, 5th-6th, Never-married, Craft-repair, White, Male, El-Salvador, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Priv-house-serv, White, Female, Ecuador, <=50K
 State-gov, Some-college, Married-spouse-absent, Tech-support, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Other-service, White, Female, Dominican-Republic, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, 7th-8th, Widowed, Other-service, White, Female, Puerto-Rico, <=50K
 Private, Assoc-voc, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, ?, <=50K
 Private, Bachelors, Separated, Adm-clerical, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Separated, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Black, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male, United-States, <=50K
 ?, Some-college, Divorced, ?, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Adm-clerical, White, Female, Jamaica, <=50K
 Private, Assoc-voc, Divorced, Other-service, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, ?, <=50K
 Self-emp-not-inc, 12th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, 5th-6th, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Sales, Asian-Pac-Islander, Female, United-States, <=50K
 Private, 11th, Separated, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Transport-moving, Black, Female, United-States, <=50K
 Private, Assoc-voc, Separated, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, 7th-8th, Married-spouse-absent, Other-service, White, Female, United-States, <=50K
 Private, 9th, Widowed, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, Mexico, <=50K
 Federal-gov, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 State-gov, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, 1st-4th, Widowed, Other-service, Other, Female, Mexico, <=50K
 Local-gov, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 7th-8th, Never-married, Farming-fishing, Other, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, Mexico, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Exec-managerial, White, Male, Germany, <=50K
 Self-emp-inc, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, >50K
 Private, 10th, Widowed, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, 11th, Divorced, Sales, White, Male, Puerto-Rico, >50K
 Private, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, Assoc-voc, Divorced, Other-service, White, Female, United-States, <=50K
 ?, 10th, Never-married, ?, Black, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Tech-support, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, Bachelors, Separated, Prof-specialty, Black, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Exec-managerial, White, Female, United-States, <=50K
 Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Masters, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Separated, Tech-support, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 State-gov, Assoc-acdm, Separated, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Widowed, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, Assoc-voc, Separated, Exec-managerial, Black, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
